x0,x1,x2,x3,uMs_cmd,uTs_cmd,iMs_cmd,iMs,iTs_cmd,iTs
0.00102337,3.40693,7.09187,-2.19341,-0.406268,5.10459,0,0.00102385,3.4155,3.40697
0.00102069,3.40682,7.09973,-2.17567,-0.406703,5.11084,0,0.00102088,3.4155,3.40682
0.00101871,3.40677,7.10757,-2.15791,-0.407155,5.11167,0,0.00101913,3.41528,3.40681
0.00101576,3.40662,7.11539,-2.14013,-0.407584,5.11859,0,0.00101595,3.41528,3.40662
0.00101403,3.40662,7.1232,-2.12233,-0.408033,5.12276,0,0.00101419,3.41528,3.40661
0.00101086,3.40642,7.13099,-2.10451,-0.408461,5.12629,0,0.00101106,3.41506,3.40643
0.00100912,3.40642,7.13877,-2.08668,-0.408908,5.13051,0,0.00100929,3.41506,3.40641
0.001006,3.40623,7.14652,-2.06882,-0.409334,5.13394,0,0.00100622,3.41483,3.40623
0.00100425,3.40622,7.15426,-2.05094,-0.409778,5.13823,0,0.00100441,3.41483,3.40621
0.00100119,3.40603,7.16198,-2.03305,-0.410203,5.14152,0,0.00100142,3.41461,3.40604
0.000999401,3.40602,7.16969,-2.01513,-0.410644,5.1459,0,0.000999562,3.41461,3.40601
0.000996423,3.40584,7.17738,-1.9972,-0.411069,5.14903,0,0.000996671,3.41439,3.40585
0.000994585,3.40582,7.18504,-1.97925,-0.411507,5.15354,0,0.000994745,3.41439,3.40582
0.000991706,3.40565,7.1927,-1.96127,-0.411931,5.15646,0,0.00099198,3.41416,3.40566
0.000989797,3.40562,7.20033,-1.94328,-0.412365,5.16115,0,0.000989958,3.41416,3.40562
0.000987044,3.40546,7.20796,-1.92527,-0.412789,5.16379,0,0.000987352,3.41394,3.40548
0.000985039,3.40542,7.21556,-1.90724,-0.413219,5.16871,0,0.000985201,3.41394,3.40542
0.000982446,3.40528,7.22314,-1.88919,-0.413645,5.171,0,0.000982798,3.41371,3.4053
0.000980309,3.40522,7.23071,-1.87113,-0.41407,5.17623,0,0.000980474,3.41371,3.40522
0.00097792,3.4051,7.23826,-1.85304,-0.414497,5.17808,0,0.00097833,3.41348,3.40513
0.000975609,3.40502,7.2458,-1.83494,-0.414916,5.18372,0,0.000975776,3.41348,3.40502
0.000973479,3.40493,7.25332,-1.81681,-0.415346,5.18499,0,0.000973953,3.41326,3.40497
0.000970938,3.40482,7.26081,-1.79867,-0.415759,5.19115,0,0.00097111,3.41326,3.40482
0.000969129,3.40477,7.2683,-1.78051,-0.41619,5.1917,0,0.000969553,3.41303,3.40482
0.000966297,3.40463,7.27576,-1.76233,-0.416598,5.19854,0,0.000966476,3.41303,3.40463
0.000964755,3.40463,7.28322,-1.74413,-0.417027,5.20254,0,0.0009649,3.41303,3.40462
0.000961688,3.40443,7.29065,-1.72591,-0.417433,5.20588,0,0.000961875,3.4128,3.40443
0.000960126,3.40443,7.29807,-1.70768,-0.417859,5.20993,0,0.000960271,3.4128,3.40443
0.000957112,3.40424,7.30546,-1.68942,-0.418264,5.21316,0,0.000957311,3.41258,3.40424
0.000955522,3.40423,7.31285,-1.67115,-0.418688,5.21728,0,0.000955666,3.41258,3.40423
0.000952573,3.40404,7.32021,-1.65286,-0.419092,5.22039,0,0.000952787,3.41235,3.40405
0.000950941,3.40403,7.32756,-1.63455,-0.419512,5.2246,0,0.000951085,3.41235,3.40403
0.000948072,3.40386,7.3349,-1.61622,-0.419916,5.22754,0,0.000948308,3.41212,3.40386
0.000946383,3.40383,7.34221,-1.59787,-0.420333,5.23188,0,0.000946528,3.41212,3.40383
0.000943616,3.40367,7.34951,-1.57951,-0.420737,5.23461,0,0.000943879,3.41189,3.40368
0.000941849,3.40364,7.35679,-1.56113,-0.42115,5.23913,0,0.000941995,3.41189,3.40364
0.00093921,3.40349,7.36406,-1.54272,-0.421554,5.24158,0,0.000939508,3.41167,3.4035
0.000937339,3.40344,7.37131,-1.52431,-0.421964,5.24634,0,0.000937487,3.41167,3.40344
0.000934863,3.40331,7.37855,-1.50587,-0.422368,5.24845,0,0.000935206,3.41144,3.40333
0.000932853,3.40325,7.38576,-1.48741,-0.422773,5.25351,0,0.000933004,3.41144,3.40325
0.000930583,3.40313,7.39297,-1.46894,-0.42318,5.25518,0,0.000930985,3.41121,3.40316
0.000928392,3.40305,7.40015,-1.45045,-0.423579,5.26064,0,0.000928546,3.41121,3.40305
0.000926384,3.40297,7.40732,-1.43194,-0.423988,5.26174,0,0.000926852,3.41099,3.40301
0.000923956,3.40286,7.41447,-1.41341,-0.424381,5.26772,0,0.000924115,3.41099,3.40286
0.000922273,3.40281,7.4216,-1.39487,-0.424792,5.26811,0,0.000922688,3.41076,3.40286
0.000919547,3.40267,7.42872,-1.3763,-0.425179,5.27476,0,0.000919713,3.41076,3.40267
0.000918131,3.40267,7.43582,-1.35772,-0.425588,5.27858,0,0.000918263,3.41076,3.40267
0.000915166,3.40248,7.44291,-1.33912,-0.425974,5.28176,0,0.000915342,3.41054,3.40248
0.000913727,3.40248,7.44998,-1.32051,-0.426381,5.28562,0,0.000913859,3.41054,3.40248
0.000910816,3.40229,7.45703,-1.30187,-0.426765,5.28869,0,0.000911004,3.41031,3.40229
0.000909344,3.40228,7.46407,-1.28322,-0.427169,5.29263,0,0.000909476,3.41031,3.40228
0.000906499,3.4021,7.47109,-1.26455,-0.427553,5.29557,0,0.000906702,3.41009,3.40211
0.000904981,3.40209,7.4781,-1.24587,-0.427954,5.29961,0,0.000905114,3.41009,3.40209
0.000902218,3.40192,7.48509,-1.22716,-0.428337,5.30238,0,0.000902443,3.40986,3.40193
0.000900641,3.4019,7.49206,-1.20844,-0.428735,5.30655,0,0.000900774,3.40986,3.4019
0.000897979,3.40174,7.49902,-1.1897,-0.429119,5.30911,0,0.000898231,3.40964,3.40175
0.000896321,3.40171,7.50596,-1.17095,-0.429512,5.31345,0,0.000896456,3.40964,3.40171
0.000893788,3.40156,7.51288,-1.15217,-0.429896,5.31575,0,0.000894075,3.40941,3.40158
0.000892023,3.40152,7.51979,-1.13338,-0.430286,5.32032,0,0.00089216,3.40941,3.40152
0.000889652,3.40139,7.52669,-1.11457,-0.430671,5.32228,0,0.000889985,3.40919,3.40141
0.000887748,3.40133,7.53356,-1.09575,-0.431057,5.32715,0,0.000887888,3.40919,3.40133
0.000885582,3.40122,7.54042,-1.07691,-0.431444,5.32868,0,0.000885974,3.40897,3.40125
0.000883495,3.40114,7.54727,-1.05805,-0.431823,5.33394,0,0.000883639,3.40897,3.40114
0.000881591,3.40106,7.5541,-1.03917,-0.432213,5.33493,0,0.000882047,3.40875,3.4011
0.000879266,3.40096,7.56091,-1.02028,-0.432586,5.34069,0,0.000879416,3.40875,3.40096
0.000877684,3.40091,7.56771,-1.00137,-0.432978,5.34097,0,0.000878088,3.40853,3.40096
0.000875063,3.40077,7.57449,-0.982438,-0.433346,5.34739,0,0.000875219,3.40853,3.40077
0.000873744,3.40078,7.58126,-0.963493,-0.433736,5.35103,0,0.000873867,3.40853,3.40077
0.000870886,3.40059,7.58801,-0.944531,-0.434102,5.35405,0,0.000871052,3.40831,3.40059
0.000869543,3.40059,7.59475,-0.925553,-0.434489,5.35774,0,0.000869666,3.40831,3.40059
0.000866738,3.40041,7.60147,-0.906558,-0.434855,5.36066,0,0.000866916,3.40809,3.40041
0.000865361,3.4004,7.60817,-0.887546,-0.43524,5.36442,0,0.000865484,3.40809,3.4004
0.000862622,3.40023,7.61486,-0.868517,-0.435605,5.3672,0,0.000862816,3.40787,3.40023
0.000861199,3.40022,7.62153,-0.849471,-0.435986,5.37106,0,0.000861323,3.40787,3.40022
0.000858542,3.40005,7.62819,-0.830409,-0.436351,5.37369,0,0.000858756,3.40765,3.40006
0.000857058,3.40003,7.63484,-0.81133,-0.436729,5.37767,0,0.000857182,3.40765,3.40003
0.000854501,3.39988,7.64146,-0.792235,-0.437094,5.3801,0,0.000854742,3.40743,3.39989
0.000852936,3.39985,7.64807,-0.773123,-0.437469,5.38424,0,0.000853063,3.40743,3.39985
0.000850506,3.39971,7.65467,-0.753995,-0.437834,5.38642,0,0.000850783,3.40722,3.39972
0.000848836,3.39967,7.66125,-0.73485,-0.438205,5.39078,0,0.000848964,3.40722,3.39967
0.000846566,3.39954,7.66782,-0.715688,-0.438572,5.39263,0,0.000846887,3.407,3.39956
0.000844756,3.39949,7.67437,-0.696511,-0.438938,5.39729,0,0.000844888,3.407,3.39949
0.000842689,3.39938,7.68091,-0.677317,-0.439307,5.39873,0,0.000843069,3.40679,3.39941
0.000840699,3.39931,7.68743,-0.658106,-0.439668,5.40376,0,0.000840835,3.40679,3.39931
0.000838889,3.39923,7.69394,-0.638879,-0.440039,5.40466,0,0.000839332,3.40657,3.39926
0.000836665,3.39913,7.70042,-0.619637,-0.440394,5.41018,0,0.000836806,3.40657,3.39913
0.000835172,3.39909,7.7069,-0.600377,-0.440767,5.41041,0,0.000835563,3.40636,3.39913
0.000832656,3.39895,7.71336,-0.581102,-0.441116,5.41657,0,0.000832803,3.40636,3.39895
0.000831421,3.39895,7.71981,-0.561811,-0.441487,5.42004,0,0.000831535,3.40636,3.39895
0.000828672,3.39877,7.72624,-0.542503,-0.441836,5.42291,0,0.000828829,3.40615,3.39878
0.000827412,3.39877,7.73265,-0.523179,-0.442204,5.42643,0,0.000827526,3.40615,3.39877
0.000824716,3.3986,7.73905,-0.50384,-0.442552,5.4292,0,0.000824885,3.40594,3.3986
0.000823422,3.3986,7.74544,-0.484484,-0.442918,5.43279,0,0.000823537,3.40594,3.39859
0.000820791,3.39843,7.75181,-0.465113,-0.443265,5.43543,0,0.000820975,3.40573,3.39843
0.000819451,3.39842,7.75816,-0.445725,-0.443628,5.43911,0,0.000819567,3.40573,3.39842
0.0008169,3.39826,7.76451,-0.426322,-0.443975,5.44161,0,0.000817105,3.40552,3.39827
0.0008155,3.39824,7.77083,-0.406903,-0.444335,5.44541,0,0.000815617,3.40552,3.39824
0.000813048,3.39809,7.77715,-0.387468,-0.444682,5.44771,0,0.00081328,3.40531,3.3981
0.000811569,3.39807,7.78344,-0.368017,-0.445039,5.45167,0,0.000811687,3.40531,3.39806
0.000809241,3.39793,7.78973,-0.34855,-0.445386,5.45373,0,0.000809507,3.4051,3.39794
0.000807657,3.39789,7.79599,-0.329068,-0.445739,5.45789,0,0.000807778,3.4051,3.39789
0.000805487,3.39777,7.80225,-0.30957,-0.446088,5.45964,0,0.000805797,3.40489,3.39779
0.000803767,3.39772,7.80848,-0.290057,-0.446436,5.46409,0,0.000803891,3.40489,3.39772
0.000801795,3.39762,7.81471,-0.270528,-0.446787,5.46544,0,0.000802161,3.40468,3.39764
0.000799898,3.39754,7.82092,-0.250984,-0.44713,5.47025,0,0.000800026,3.40468,3.39754
0.000798177,3.39747,7.82712,-0.231423,-0.447484,5.47109,0,0.000798605,3.40448,3.3975
0.000796051,3.39737,7.83329,-0.211848,-0.447821,5.47637,0,0.000796184,3.40448,3.39737
0.000794639,3.39733,7.83946,-0.192257,-0.448176,5.47656,0,0.000795017,3.40427,3.39738
0.000792228,3.3972,7.84561,-0.172651,-0.448509,5.48245,0,0.000792368,3.40427,3.39721
0.000791068,3.39721,7.85175,-0.153029,-0.448862,5.48576,0,0.000791175,3.40427,3.39721
0.000788431,3.39704,7.85787,-0.133392,-0.449193,5.48848,0,0.000788579,3.40407,3.39704
0.000787245,3.39704,7.86399,-0.11374,-0.449544,5.49184,0,0.000787353,3.40407,3.39703
0.00078466,3.39687,7.87008,-0.094072,-0.449874,5.49447,0,0.00078482,3.40387,3.39687
0.000783441,3.39686,7.87616,-0.0743892,-0.450223,5.49789,0,0.000783549,3.40387,3.39686
0.000780919,3.3967,7.88223,-0.0546912,-0.450553,5.50041,0,0.000781094,3.40367,3.39671
0.000779655,3.3967,7.88828,-0.0349781,-0.450898,5.50391,0,0.000779764,3.40367,3.39669
0.000777212,3.39654,7.89432,-0.0152498,-0.451228,5.50629,0,0.000777407,3.40346,3.39655
0.000775889,3.39653,7.90034,0.00449349,-0.451571,5.50991,0,0.000775999,3.40346,3.39653
0.000773542,3.39638,7.90635,0.0242519,-0.451901,5.51209,0,0.000773763,3.40326,3.39639
0.000772141,3.39636,7.91235,0.0440252,-0.45224,5.51587,0,0.000772253,3.40326,3.39636
0.000769915,3.39623,7.91833,0.0638136,-0.452571,5.51782,0,0.00077017,3.40306,3.39624
0.000768413,3.39619,7.9243,0.0836169,-0.452907,5.5218,0,0.000768527,3.40306,3.39619
0.00076634,3.39608,7.93026,0.103435,-0.453238,5.52346,0,0.000766638,3.40287,3.3961
0.000764706,3.39603,7.93619,0.123268,-0.45357,5.5277,0,0.000764822,3.40287,3.39603
0.000762825,3.39593,7.94213,0.143116,-0.453903,5.52897,0,0.000763178,3.40267,3.39596
0.000761019,3.39586,7.94803,0.162979,-0.45423,5.53356,0,0.000761139,3.40267,3.39586
0.000759383,3.39579,7.95394,0.182856,-0.454566,5.53435,0,0.000759795,3.40247,3.39582
0.000757353,3.3957,7.95982,0.202748,-0.454887,5.53939,0,0.000757479,3.40247,3.3957
0.000756017,3.39566,7.96569,0.222655,-0.455225,5.53956,0,0.000756381,3.40228,3.3957
0.000753711,3.39554,7.97155,0.242577,-0.455541,5.54517,0,0.000753843,3.40228,3.39554
0.00075262,3.39554,7.9774,0.262513,-0.455877,5.54833,0,0.00075272,3.40228,3.39554
0.000750093,3.39537,7.98323,0.282464,-0.456192,5.55092,0,0.000750233,3.40208,3.39538
0.000748977,3.39538,7.98904,0.302429,-0.456526,5.55412,0,0.000749078,3.40208,3.39537
0.000746501,3.39522,7.99485,0.322409,-0.45684,5.55662,0,0.000746653,3.40189,3.39522
0.000745352,3.39521,8.00064,0.342403,-0.457172,5.55988,0,0.000745454,3.40189,3.39521
0.000742938,3.39506,8.00641,0.362412,-0.457485,5.56228,0,0.000743105,3.40169,3.39506
0.000741746,3.39505,8.01218,0.382435,-0.457815,5.56562,0,0.000741848,3.40169,3.39505
0.000739408,3.3949,8.01793,0.402473,-0.458128,5.56787,0,0.000739594,3.4015,3.39491
0.000738158,3.39489,8.02366,0.422525,-0.458454,5.57132,0,0.000738261,3.4015,3.39489
0.000735913,3.39475,8.02939,0.442591,-0.458768,5.5734,0,0.000736124,3.40131,3.39476
0.000734588,3.39473,8.03509,0.462672,-0.459091,5.577,0,0.000734693,3.40131,3.39473
0.000732461,3.3946,8.04079,0.482767,-0.459405,5.57885,0,0.000732705,3.40112,3.39462
0.000731037,3.39457,8.04647,0.502876,-0.459725,5.58264,0,0.000731144,3.40112,3.39457
0.000729059,3.39446,8.05215,0.522999,-0.46004,5.58422,0,0.000729344,3.40093,3.39448
0.000727506,3.39441,8.0578,0.543137,-0.460356,5.58826,0,0.000727616,3.40093,3.39441
0.000725714,3.39432,8.06344,0.563288,-0.460673,5.58947,0,0.000726053,3.40074,3.39434
0.000723995,3.39425,8.06907,0.583454,-0.460984,5.59384,0,0.000724108,3.40074,3.39426
0.00072244,3.39419,8.07469,0.603634,-0.461304,5.59459,0,0.000722837,3.40055,3.39422
0.000720504,3.3941,8.08029,0.623827,-0.461609,5.59939,0,0.000720623,3.40055,3.3941
0.00071924,3.39406,8.08589,0.644035,-0.461931,5.59955,0,0.000719589,3.40037,3.3941
0.000717036,3.39394,8.09146,0.664257,-0.462231,5.6049,0,0.000717161,3.40037,3.39395
0.000716009,3.39395,8.09703,0.684492,-0.462551,5.6079,0,0.000716104,3.40037,3.39395
0.000713591,3.39379,8.10258,0.704742,-0.46285,5.61037,0,0.000713725,3.40018,3.39379
0.00071254,3.39379,8.10812,0.725005,-0.463168,5.61342,0,0.000712635,3.40018,3.39379
0.000710172,3.39364,8.11364,0.745282,-0.463467,5.6158,0,0.000710316,3.39999,3.39364
0.000709089,3.39364,8.11916,0.765573,-0.463782,5.6189,0,0.000709184,3.39999,3.39364
0.00070678,3.39349,8.12466,0.785878,-0.464081,5.62118,0,0.000706939,3.39981,3.3935
0.000705655,3.39348,8.13014,0.806197,-0.464394,5.62436,0,0.000705751,3.39981,3.39348
0.00070342,3.39334,8.13562,0.826529,-0.464692,5.62651,0,0.000703597,3.39963,3.39335
0.000702239,3.39333,8.14108,0.846875,-0.465002,5.62979,0,0.000702336,3.39963,3.39333
0.000700095,3.3932,8.14653,0.867234,-0.465301,5.63177,0,0.000700296,3.39944,3.39321
0.000698841,3.39318,8.15196,0.887607,-0.465608,5.6352,0,0.000698939,3.39944,3.39318
0.00069681,3.39306,8.15739,0.907994,-0.465907,5.63696,0,0.000697043,3.39926,3.39307
0.00069546,3.39302,8.1628,0.928394,-0.466211,5.64057,0,0.000695561,3.39926,3.39302
0.000693573,3.39292,8.1682,0.948808,-0.466511,5.64207,0,0.000693847,3.39908,3.39294
0.000692099,3.39287,8.17358,0.969235,-0.466811,5.64592,0,0.000692202,3.39908,3.39287
0.000690393,3.39279,8.17896,0.989676,-0.467113,5.64707,0,0.000690717,3.3989,3.39281
0.000688757,3.39272,8.18431,1.01013,-0.467408,5.65123,0,0.000688864,3.3989,3.39272
0.00068728,3.39266,8.18966,1.0306,-0.467713,5.65194,0,0.000687661,3.39872,3.39269
0.000685435,3.39257,8.195,1.05108,-0.468003,5.65652,0,0.000685546,3.39872,3.39258
0.000684238,3.39254,8.20032,1.07157,-0.468309,5.65666,0,0.000684574,3.39854,3.39258
0.000682134,3.39243,8.20563,1.09208,-0.468595,5.66176,0,0.000682252,3.39854,3.39243
0.000681167,3.39243,8.21093,1.1126,-0.468899,5.66462,0,0.000681256,3.39854,3.39243
0.000678855,3.39228,8.21621,1.13313,-0.469184,5.66697,0,0.000678982,3.39837,3.39228
0.000677865,3.39228,8.22149,1.15368,-0.469487,5.66987,0,0.000677955,3.39837,3.39228
0.000675602,3.39214,8.22675,1.17424,-0.469771,5.67214,0,0.000675738,3.39819,3.39214
0.000674581,3.39213,8.232,1.19482,-0.470071,5.67509,0,0.00067467,3.39819,3.39213
0.000672375,3.39199,8.23723,1.2154,-0.470355,5.67726,0,0.000672525,3.39801,3.392
0.000671312,3.39199,8.24246,1.236,-0.470653,5.68029,0,0.000671403,3.39801,3.39199
0.000669177,3.39185,8.24767,1.25661,-0.470936,5.68234,0,0.000669346,3.39784,3.39186
0.000668061,3.39184,8.25287,1.27724,-0.471232,5.68546,0,0.000668153,3.39784,3.39184
0.000666014,3.39172,8.25806,1.29788,-0.471515,5.68735,0,0.000666206,3.39767,3.39173
0.000664827,3.3917,8.26323,1.31853,-0.471808,5.69061,0,0.00066492,3.39767,3.3917
0.00066289,3.39158,8.2684,1.33919,-0.472092,5.69229,0,0.000663113,3.39749,3.39159
0.000661611,3.39155,8.27355,1.35987,-0.472381,5.69573,0,0.000661705,3.39749,3.39155
0.000659812,3.39145,8.27869,1.38056,-0.472667,5.69715,0,0.000660073,3.39732,3.39147
0.000658412,3.39141,8.28381,1.40127,-0.472952,5.70082,0,0.000658509,3.39732,3.39141
0.000656788,3.39132,8.28893,1.42198,-0.473239,5.70191,0,0.000657099,3.39715,3.39135
0.000655232,3.39126,8.29403,1.44271,-0.47352,5.70588,0,0.000655333,3.39715,3.39127
0.000653829,3.3912,8.29913,1.46345,-0.47381,5.70655,0,0.000654195,3.39698,3.39123
0.000652071,3.39112,8.3042,1.48421,-0.474086,5.7109,0,0.000652176,3.39698,3.39112
0.000650939,3.39109,8.30927,1.50497,-0.474378,5.71104,0,0.00065126,3.39681,3.39113
0.00064893,3.39098,8.31433,1.52575,-0.474649,5.7159,0,0.000649042,3.39681,3.39098
0.00064802,3.39099,8.31937,1.54654,-0.474939,5.71862,0,0.000648103,3.39681,3.39099
0.000645811,3.39084,8.3244,1.56735,-0.47521,5.72086,0,0.000645931,3.39664,3.39085
0.000644879,3.39084,8.32942,1.58817,-0.475498,5.72362,0,0.000644962,3.39664,3.39084
0.000642716,3.39071,8.33443,1.609,-0.475768,5.72578,0,0.000642846,3.39647,3.39071
0.000641753,3.3907,8.33943,1.62984,-0.476054,5.72859,0,0.000641837,3.39647,3.3907
0.000639646,3.39057,8.34441,1.65069,-0.476323,5.73066,0,0.00063979,3.3963,3.39058
0.000638644,3.39056,8.34939,1.67156,-0.476607,5.73354,0,0.000638729,3.3963,3.39056
0.000636605,3.39044,8.35435,1.69244,-0.476876,5.73549,0,0.000636766,3.39614,3.39044
0.00063555,3.39042,8.3593,1.71333,-0.477158,5.73847,0,0.000635636,3.39614,3.39042
0.000633597,3.39031,8.36424,1.73424,-0.477427,5.74026,0,0.00063378,3.39597,3.39031
0.000632473,3.39029,8.36917,1.75515,-0.477706,5.74336,0,0.000632561,3.39597,3.39029
0.000630626,3.39018,8.37408,1.77608,-0.477976,5.74496,0,0.000630839,3.39581,3.39019
0.000629413,3.39015,8.37899,1.79702,-0.478251,5.74824,0,0.000629502,3.39581,3.39015
0.000627699,3.39005,8.38388,1.81798,-0.478523,5.74959,0,0.000627949,3.39564,3.39007
0.00062637,3.39001,8.38876,1.83894,-0.478795,5.75308,0,0.000626462,3.39564,3.39001
0.000624825,3.38993,8.39363,1.85992,-0.479068,5.75412,0,0.000625123,3.39548,3.38995
0.000623345,3.38988,8.39849,1.88091,-0.479335,5.7579,0,0.00062344,3.39548,3.38988
0.000622013,3.38982,8.40334,1.90191,-0.479611,5.75854,0,0.000622363,3.39531,3.38984
0.000620338,3.38974,8.40817,1.92293,-0.479873,5.76269,0,0.000620438,3.39531,3.38974
0.000619267,3.38971,8.413,1.94395,-0.480151,5.76282,0,0.000619575,3.39515,3.38974
0.000617351,3.38961,8.41781,1.96499,-0.480409,5.76744,0,0.000617456,3.39515,3.38961
0.000616493,3.38961,8.42262,1.98604,-0.480685,5.77003,0,0.000616572,3.39515,3.38961
0.000614384,3.38947,8.4274,2.00711,-0.480942,5.77216,0,0.000614497,3.39499,3.38948
0.000613505,3.38948,8.43219,2.02818,-0.481216,5.77479,0,0.000613583,3.39499,3.38947
0.00061144,3.38934,8.43695,2.04927,-0.481473,5.77685,0,0.000611563,3.39483,3.38935
0.000610531,3.38934,8.44171,2.07037,-0.481745,5.77953,0,0.000610611,3.39483,3.38934
0.00060852,3.38921,8.44646,2.09148,-0.482002,5.78149,0,0.000608656,3.39467,3.38922
0.000607573,3.38921,8.45119,2.1126,-0.482272,5.78424,0,0.000607653,3.39467,3.38921
0.000605628,3.38909,8.45592,2.13373,-0.482528,5.78609,0,0.000605781,3.39451,3.38909
0.000604631,3.38907,8.46063,2.15488,-0.482796,5.78893,0,0.000604712,3.39451,3.38907
0.000602767,3.38896,8.46533,2.17603,-0.483052,5.79063,0,0.000602942,3.39436,3.38897
0.000601704,3.38894,8.47002,2.1972,-0.483317,5.79359,0,0.000601786,3.39436,3.38894
0.000599943,3.38884,8.4747,2.21838,-0.483574,5.79511,0,0.000600145,3.3942,3.38885
0.000598793,3.38881,8.47937,2.23958,-0.483836,5.79823,0,0.000598877,3.3942,3.38881
0.00059716,3.38872,8.48403,2.26078,-0.484094,5.79952,0,0.000597399,3.39404,3.38874
0.000595898,3.38868,8.48868,2.282,-0.484353,5.80284,0,0.000595985,3.39404,3.38868
0.000594428,3.38861,8.49332,2.30322,-0.484613,5.80383,0,0.000594713,3.39389,3.38863
0.000593021,3.38855,8.49794,2.32446,-0.484867,5.80743,0,0.000593111,3.39389,3.38855
0.000591756,3.3885,8.50256,2.34571,-0.48513,5.80804,0,0.000592092,3.39373,3.38852
0.000590161,3.38842,8.50716,2.36698,-0.485379,5.81199,0,0.000590255,3.39373,3.38842
0.000589147,3.38839,8.51175,2.38825,-0.485643,5.81211,0,0.000589442,3.39358,3.38843
0.000587319,3.3883,8.51633,2.40954,-0.485889,5.81651,0,0.000587419,3.39358,3.3883
0.000586512,3.3883,8.52091,2.43083,-0.486151,5.81898,0,0.000586585,3.39358,3.3883
0.000584498,3.38817,8.52547,2.45214,-0.486396,5.82101,0,0.000584605,3.39342,3.38817
0.000583669,3.38817,8.53002,2.47346,-0.486657,5.82351,0,0.000583743,3.39342,3.38817
0.000581698,3.38805,8.53456,2.49479,-0.486901,5.82547,0,0.000581814,3.39327,3.38805
0.000580841,3.38804,8.53909,2.51613,-0.48716,5.82802,0,0.000580915,3.39327,3.38804
0.000578921,3.38792,8.54361,2.53749,-0.487404,5.82989,0,0.00057905,3.39312,3.38793
0.000578027,3.38792,8.54812,2.55885,-0.487661,5.8325,0,0.000578102,3.39312,3.38792
0.000576171,3.3878,8.55261,2.58023,-0.487905,5.83427,0,0.000576317,3.39297,3.38781
0.000575228,3.38779,8.5571,2.60161,-0.488159,5.83697,0,0.000575304,3.39297,3.38779
0.000573451,3.38768,8.56158,2.62301,-0.488403,5.83859,0,0.000573617,3.39282,3.38769
0.000572444,3.38766,8.56604,2.64442,-0.488655,5.84141,0,0.000572522,3.39282,3.38766
0.000570765,3.38757,8.5705,2.66584,-0.4889,5.84286,0,0.000570959,3.39267,3.38758
0.000569675,3.38754,8.57494,2.68727,-0.489149,5.84582,0,0.000569755,3.39267,3.38754
0.00056812,3.38745,8.57938,2.70872,-0.489395,5.84705,0,0.000568349,3.39252,3.38747
0.000566922,3.38742,8.5838,2.73017,-0.489641,5.85021,0,0.000567004,3.39252,3.38742
0.000565523,3.38734,8.58822,2.75164,-0.489888,5.85116,0,0.000565796,3.39237,3.38736
0.000564185,3.38729,8.59262,2.77311,-0.49013,5.85458,0,0.00056427,3.39237,3.38729
0.000562984,3.38724,8.59702,2.7946,-0.49038,5.85516,0,0.000563306,3.39222,3.38726
0.000561465,3.38717,8.6014,2.8161,-0.490617,5.85892,0,0.000561554,3.39222,3.38717
0.000560506,3.38714,8.60577,2.83761,-0.490869,5.85904,0,0.000560788,3.39208,3.38717
0.000558763,3.38705,8.61013,2.85913,-0.491102,5.86323,0,0.000558857,3.39208,3.38705
0.000558001,3.38705,8.61449,2.88066,-0.491352,5.86558,0,0.000558071,3.39208,3.38705
0.000556079,3.38693,8.61883,2.9022,-0.491585,5.86751,0,0.000556181,3.39193,3.38693
0.000555297,3.38693,8.62316,2.92375,-0.491833,5.86989,0,0.000555367,3.39193,3.38693
0.000553416,3.38681,8.62748,2.94531,-0.492065,5.87176,0,0.000553527,3.39179,3.38681
0.000552607,3.38681,8.6318,2.96689,-0.492312,5.87418,0,0.000552678,3.39179,3.38681
0.000550776,3.38669,8.6361,2.98847,-0.492544,5.87596,0,0.000550899,3.39164,3.3867
0.000549931,3.38669,8.64039,3.01007,-0.492788,5.87845,0,0.000550002,3.39164,3.38669
0.000548161,3.38658,8.64467,3.03167,-0.49302,5.88013,0,0.000548299,3.3915,3.38658
0.000547269,3.38657,8.64894,3.05329,-0.493263,5.8827,0,0.000547341,3.3915,3.38657
0.000545574,3.38646,8.65321,3.07492,-0.493495,5.88425,0,0.000545733,3.39135,3.38647
0.000544621,3.38645,8.65746,3.09656,-0.493735,5.88693,0,0.000544694,3.39135,3.38645
0.000543021,3.38635,8.6617,3.11821,-0.493967,5.88831,0,0.000543206,3.39121,3.38636
0.000541988,3.38633,8.66593,3.13987,-0.494204,5.89113,0,0.000542062,3.39121,3.38633
0.000540506,3.38625,8.67016,-3.12165,-0.494438,5.8923,0,0.000540725,3.39107,3.38626
0.000539369,3.38621,8.67437,-3.09997,-0.494672,5.89531,0,0.000539446,3.39107,3.38621
0.000538038,3.38614,8.67857,-3.07828,-0.494908,5.89621,0,0.000538299,3.39093,3.38616
0.000536766,3.38609,8.68276,-3.05658,-0.495138,5.89947,0,0.000536846,3.39093,3.38609
0.000535625,3.38604,8.68695,-3.03486,-0.495375,5.90002,0,0.000535933,3.39079,3.38607
0.000534179,3.38598,8.69112,-3.01314,-0.495601,5.9036,0,0.000534263,3.39079,3.38598
0.000533271,3.38595,8.69528,-2.99141,-0.49584,5.90371,0,0.000533541,3.39065,3.38598
